ticker,name,sector,industry,price_usd,change_pct,pe_ratio,div_yield_pct,mkt_cap_usd,52w_high,52w_low,52w_position,analyst_rating,beta,revenue_bn,profit_margin,price_to_book,debt_to_equity,roe_pct,earnings_growth
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,34.72,0.12,18.1,277.0,18090514432,62.89,28.36,18.4,Buy,0.45,15.8,6.4,6.91,248.71,39.51,-15.0
TT,Trane Technologies plc,Industrials,Building Products & Equipment,463.37,-2.51,35.5,88.0,101952143360,505.87,348.06,73.1,Buy,1.21,22.2,13.3,11.93,53.4,36.64,7.1
TDG,Transdigm Grouporporated,Industrials,Aerospace & Defense,1233.78,-0.33,37.6,0.0,69009735680,1463.03,1123.61,32.5,Buy,0.91,10.0,21.3,,,,10.9
TRV,"The Travelers Companies,",Financial Services,Insurance - Property & Casualty,367.93,0.94,9.8,137.0,76741009408,398.7,252.26,79.0,Hold,0.46,49.0,17.0,2.32,27.38,26.51,57.1
TRMB,Trimble,Technology,Scientific & Technical Instruments,56.99,2.33,13.8,0.0,13288919040,84.42,47.92,24.8,Buy,1.36,3.8,-2.8,2.34,28.55,-1.94,11.0
TFC,Truist Financialoration,Financial Services,Banks - Regional,52.41,-0.23,12.1,396.0,64025432064,56.2,40.78,75.4,Hold,0.87,19.0,30.7,1.09,,9.06,36.7
TYL,"Tyler Technologies,",Technology,Software - Application,332.21,3.66,42.2,0.0,13604754432,575.93,270.71,20.1,N/A,0.81,2.4,13.4,4.48,47.91,9.73,15.5
TSN,"Tyson Foods,",Consumer Defensive,Farm Products,57.99,-1.06,36.2,348.0,20400969728,69.48,50.56,39.3,Hold,0.38,55.7,1.0,1.13,44.02,3.26,204.1
USB,U.S. Bancorp,Financial Services,Banks - Regional,64.79,-0.12,13.0,321.0,100946157568,66.08,45.02,93.9,Buy,0.98,27.3,29.9,1.67,,12.62,21.6
UBER,"Uber Technologies,",Technology,Software - Application,74.66,-0.44,16.4,0.0,152497553408,101.99,65.41,25.3,Buy,1.15,55.2,17.3,5.58,51.87,37.16,85.5
UDR,"UDR,",Real Estate,REIT - Residential,37.09,-0.4,23.6,465.0,13742425088,42.0,32.94,45.8,Buy,0.69,1.8,29.6,4.12,156.14,13.74,90.9
ULTA,"Ulta Beauty,",Consumer Cyclical,Specialty Retail,516.74,4.75,19.4,0.0,22214297600,714.97,443.6,27.0,Buy,0.85,12.7,9.4,8.14,89.21,47.45,15.5
UNP,Union Pacificoration,Industrials,Railroads,298.74,-0.39,24.3,189.0,177474109440,315.99,210.84,83.6,Buy,0.96,25.4,28.8,9.13,150.77,39.7,6.6
UAL,"United Airlines Holdings,",Industrials,Airlines,118.72,-2.9,11.4,0.0,38532919296,138.77,84.64,63.0,Buy,1.29,62.9,5.6,2.31,201.64,23.25,-17.2
UPS,"United Parcel Service,",Industrials,Integrated Freight & Logistics,101.93,-0.09,19.0,643.0,86720167936,122.41,82.0,49.3,Buy,1.04,89.9,5.1,5.76,189.9,29.6,-53.0
URI,"United Rentals,",Industrials,Rental & Leasing Services,1116.38,-4.16,28.0,68.0,69486272512,1179.18,701.59,86.9,Buy,1.8,16.8,15.7,7.54,166.79,28.89,25.5
UNH,UnitedHealth Grouporporated,Healthcare,Healthcare Plans,393.93,-0.43,25.4,235.0,353589526528,461.62,255.97,67.1,Buy,0.63,450.5,3.1,3.41,69.21,14.15,61.5
UHS,"Universal Health Services,",Healthcare,Medical Care Facilities,173.09,1.5,7.0,47.0,10201321472,246.33,140.08,31.1,Buy,1.06,18.1,8.4,1.36,68.74,20.95,10.1
VLO,Valero Energyoration,Energy,Oil & Gas Refining & Marketing,350.05,0.82,14.6,138.0,100789002240,351.0,136.87,99.6,Buy,0.55,132.4,5.4,4.35,40.15,27.64,453.5
VTR,"Ventas,",Real Estate,REIT - Healthcare Facilities,91.2,0.03,165.8,219.0,46780706816,101.6,66.38,70.5,Buy,0.73,6.4,4.1,3.19,84.93,2.01,-6.7
VLTO,Veralto,Industrials,Pollution & Treatment Controls,96.07,-0.7,24.4,54.0,23421227008,110.11,80.03,53.3,Buy,0.75,5.7,17.3,7.58,115.98,34.31,10.1
V,Visa,Financial Services,Credit Services,364.25,1.51,30.6,75.0,680071987200,373.97,293.89,87.9,Buy,0.76,44.5,50.8,19.3,67.82,61.19,10.2
VST,Vistra,Utilities,Utilities - Independent Power Producers,140.52,-3.83,24.6,63.0,47163461632,219.82,132.66,9.0,Buy,1.43,19.2,11.6,15.71,373.28,42.96,-6.2
VFC,V.F.oration,Consumer Cyclical,Apparel Manufacturing,14.31,-1.17,21.0,249.0,5625755648,22.27,12.6,17.7,Hold,0.97,12.8,5.5,1.51,280.72,22.09,-5.2
VICI,VICI Properties,Real Estate,REIT - Diversified,25.91,-0.19,10.0,693.0,28528918528,33.915,25.81,1.2,Buy,0.69,4.1,67.5,0.98,60.28,9.85,-41.4
VRSN,"VeriSign,",Technology,Software - Infrastructure,276.74,1.46,29.6,119.0,25017294848,312.48,208.86,65.5,Buy,0.7,1.7,49.8,,,,7.7
VRSK,"Verisk Analytics,",Industrials,Consulting Services,178.86,1.84,26.9,114.0,23434565632,276.19,155.94,19.1,Buy,0.66,3.1,28.2,,,,-3.4
VZ,Verizon Communications,Communication Services,Telecom Services,48.54,1.0,12.5,589.0,201672802304,51.68,38.39,76.4,Buy,0.23,138.9,11.6,1.94,184.08,15.84,-22.0
VRTX,Vertex Pharmaceuticalsorpor,Healthcare,Biotechnology,528.19,2.45,30.0,0.0,133790531584,546.17,374.17,89.5,Buy,0.3,12.6,35.0,6.61,9.77,23.54,8.0
VTRS,Viatris,Healthcare,Drug Manufacturers - Specialty & Generic,16.17,-0.37,6.1,296.0,18572713984,18.39,9.43,75.2,Buy,0.89,14.7,-2.8,1.28,95.53,-2.75,4.9
VICI,VICI Properties,Real Estate,REIT - Diversified,25.91,-0.19,10.0,693.0,28528918528,33.915,25.81,1.2,Buy,0.69,4.1,67.5,0.98,60.28,9.85,-41.4
VMC,Vulcan Materials Company (Holdi,Basic Materials,Building Materials,271.65,-2.34,32.8,75.0,35200061440,331.09,252.35,24.5,N/A,1.06,8.1,13.7,4.16,58.22,13.23,2.7
WRB,W.R. Berkleyoration,Financial Services,Insurance - Property & Casualty,70.17,0.6,14.3,57.0,26049034240,78.96,62.87,45.4,Hold,0.29,14.9,12.9,2.81,31.53,20.21,15.0
GWW,"W.W. Grainger,",Industrials,Industrial Distribution,1314.12,-0.27,33.5,76.0,62043705344,1419.91,906.52,79.4,Hold,1.05,18.8,9.9,14.98,61.98,46.09,20.5
WAB,Westinghouse Air Brake Technolo,Industrials,Railroads,294.72,-1.87,40.5,41.0,49781403648,306.64,184.26,90.3,Buy,0.93,12.0,10.6,4.51,61.69,11.55,18.9
WBA,WBA,Other,,0.0,0.0,,0.0,0,,,,N/A,,,0.0,,,,0.0
WMT,Walmart,Consumer Defensive,Discount Stores,115.2,0.76,40.3,87.0,916770652160,135.16,95.42,49.8,Buy,0.6,725.3,3.1,9.72,74.82,24.13,19.4
DIS,Walt Disney Company (The),Communication Services,Entertainment,103.95,0.43,21.3,145.0,179489095680,119.78,92.19,42.6,Buy,1.4,98.9,8.7,1.63,39.4,8.01,-48.3
WBD,"Warner Bros. Discovery, - ",Communication Services,Entertainment,28.48,1.97,584.2,0.0,71403257856,30.0,11.25,91.9,Hold,1.56,36.1,-8.8,2.18,94.2,-8.79,-90.6
WM,"Waste Management,",Industrials,Waste Management,223.58,-0.2,58.8,158.0,89368322048,248.13,194.11,54.6,Buy,0.44,25.7,11.1,9.01,235.3,29.84,8.3
WAT,Watersoration,Healthcare,Diagnostics & Research,401.25,-1.59,103.1,0.0,39397072896,420.26,282.77,86.2,Buy,1.18,4.6,3.6,2.58,36.05,1.92,113.4
WEC,"WEC Energy Group,",Utilities,Utilities - Regulated Electric,111.05,0.51,21.5,345.0,36185575424,119.91,102.95,47.8,Buy,0.46,10.1,16.7,2.65,157.99,11.99,19.7
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,87.4,-0.16,12.7,228.0,264297529344,97.76,72.78,58.5,Buy,0.92,83.0,27.2,1.64,,12.57,25.0
WELL,Welltower,Real Estate,REIT - Healthcare Facilities,235.44,0.06,105.1,144.0,169651486720,255.2,163.75,78.4,Buy,0.76,12.8,12.1,3.79,41.38,3.84,35.6
WST,"West Pharmaceutical Services, I",Healthcare,Medical Instruments & Supplies,346.59,-0.01,44.4,25.0,24391534592,386.0,223.83,75.7,Buy,1.14,3.3,17.0,8.16,10.59,19.09,18.1
WDC,Western Digitaloration,Technology,Computer Hardware,496.16,-7.43,19.9,11.0,178885984256,799.87,73.14,58.2,Buy,2.22,12.9,72.9,23.72,13.44,130.85,984.1
WRK,WRK,Other,,0.0,0.0,,0.0,0,,,,N/A,,,0.0,,,,0.0
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,23.61,-1.95,36.3,349.0,17016577024,27.75,21.16,37.2,Buy,0.9,6.9,6.9,1.8,57.62,4.97,87.1
WHR,Whirlpooloration,Consumer Cyclical,"Furnishings, Fixtures & Appliances",39.27,-0.81,13.0,990.0,2560379648,96.57,35.45,6.3,Hold,1.13,14.9,1.3,0.67,205.43,5.93,-1.1
WMB,"Williams Companies, (The)",Energy,Oil & Gas Midstream,75.13,2.29,29.2,286.0,91896569856,80.08,55.82,79.6,Buy,0.61,12.3,24.9,6.98,200.37,21.5,51.2
WTW,Willis Towers Watson Public Lim,Financial Services,Insurance Brokers,327.9,0.56,20.2,118.0,30452707328,352.79,240.61,77.8,Buy,0.42,10.1,15.5,3.97,91.39,19.76,-26.8
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,101.29,-1.46,24.3,97.0,10430225408,134.72,92.52,20.8,Buy,1.0,7.4,6.1,,,,106.1
XEL,Xcel Energy,Utilities,Utilities - Regulated Electric,79.17,-0.05,21.7,299.0,49452298240,84.23,71.29,60.9,Buy,0.41,14.6,15.3,2.08,173.13,9.92,24.0
XYL,Xylem,Industrials,Specialty Industrial Machinery,113.94,-3.01,27.9,146.0,26603489280,154.27,105.29,17.7,Buy,1.01,9.1,11.2,2.42,28.64,9.18,19.5
YUM,"Yum! Brands,",Consumer Cyclical,Restaurants,144.86,-0.19,18.3,207.0,39532449792,170.14,137.33,23.0,Buy,0.55,8.7,25.4,,,,131.6
ZBRA,Zebra Technologiesoration,Technology,Communication Equipment,366.42,-1.3,34.0,0.0,17453828096,386.23,199.05,89.4,Buy,1.58,5.8,9.2,5.11,86.23,15.29,121.5
ZBH,"Zimmer Biomet Holdings,",Healthcare,Medical Devices,99.15,0.97,23.8,98.0,18911643648,108.29,79.12,68.7,Buy,0.46,8.5,9.5,1.5,60.17,6.41,33.8
ZTS,Zoetis,Healthcare,Drug Manufacturers - Specialty & Generic,73.96,1.36,12.1,291.0,30562017280,160.48,71.0,3.3,Buy,0.73,9.5,27.7,9.43,294.0,64.91,1.2
